pair,dir,signal_time,entry_time,exit_time,entry_ref,fill,sl,tp,exit,sl_dist,sl_pips,r,outcome,quality,bars,year,weekday,session
USDJPY,1,2022-03-18 09:15:00+00:00,2022-03-18 09:30:00+00:00,2022-03-18 12:45:00+00:00,118.918,118.929,118.77451117825537,119.20497764348929,119.20497764348929,0.14348882174463967,14.348882174463967,1.9233389760522857,win,2,13,2022,Friday,London
USDJPY,1,2022-04-01 07:45:00+00:00,2022-04-01 08:00:00+00:00,2022-04-01 14:15:00+00:00,122.466,122.47500000000001,122.22963523154226,122.93872953691546,122.93872953691546,0.2363647684577328,23.63647684577328,1.9619232592964737,win,2,25,2022,Friday,London
USDJPY,1,2022-04-12 09:00:00+00:00,2022-04-12 09:15:00+00:00,2022-04-12 13:30:00+00:00,125.603,125.613,125.39804832144316,126.01290335711366,125.39504832144316,0.2049516785568316,20.49516785568316,-1.0634295854103357,loss,2,17,2022,Tuesday,London
USDJPY,1,2022-04-15 09:30:00+00:00,2022-04-15 09:45:00+00:00,2022-04-15 16:30:00+00:00,126.466,126.477,126.34265763203332,126.71268473593332,126.33965763203332,0.12334236796666671,12.334236796666671,-1.1135051988283393,loss,2,27,2022,Friday,London
USDJPY,1,2022-04-27 08:45:00+00:00,2022-04-27 09:00:00+00:00,2022-04-28 04:00:00+00:00,127.989,127.99900000000001,127.51712966639622,128.93274066720758,128.93274066720758,0.47187033360379405,47.1870333603794,1.9788077374484585,win,2,76,2022,Wednesday,London
USDJPY,1,2022-05-09 09:30:00+00:00,2022-05-09 09:45:00+00:00,2022-05-09 12:30:00+00:00,131.16,131.17399999999998,131.00401763156327,131.47196473687347,131.0010176315633,0.1559823684367387,15.59823684367387,-1.1089866769579662,loss,2,11,2022,Monday,London
USDJPY,1,2022-06-01 09:30:00+00:00,2022-06-01 09:45:00+00:00,2022-06-01 16:45:00+00:00,129.46,129.469,129.14416276650635,130.09167446698729,130.09167446698729,0.3158372334936453,31.58372334936453,1.9715043096710123,win,1,28,2022,Wednesday,London
USDJPY,1,2022-06-07 10:30:00+00:00,2022-06-07 10:45:00+00:00,2022-06-07 14:45:00+00:00,132.7,132.70999999999998,132.50886297076872,133.0822740584625,132.50586297076873,0.1911370292312624,19.11370292312624,-1.0680140318821028,loss,2,16,2022,Tuesday,London
USDJPY,1,2022-06-29 10:15:00+00:00,2022-06-29 10:30:00+00:00,2022-06-30 14:30:00+00:00,136.26,136.26999999999998,135.75972242561943,137.2605551487611,135.75672242561944,0.5002775743805636,50.02775743805636,-1.0259855741406578,loss,0,112,2022,Wednesday,London
USDJPY,1,2022-07-05 07:45:00+00:00,2022-07-05 08:00:00+00:00,2022-07-05 08:30:00+00:00,136.24,136.251,136.07957018185627,136.5608596362875,136.07657018185628,0.1604298181437377,16.042981814373768,-1.0872655729587661,loss,2,2,2022,Tuesday,London
USDJPY,1,2022-07-11 09:45:00+00:00,2022-07-11 10:00:00+00:00,2022-07-11 13:30:00+00:00,136.968,136.976,136.69602222909563,137.5119555418087,137.5119555418087,0.2719777709043557,27.19777709043557,1.9705858314324496,win,3,14,2022,Monday,London
USDJPY,1,2022-07-11 15:15:00+00:00,2022-07-11 15:30:00+00:00,2022-07-11 16:45:00+00:00,137.483,137.49099999999999,137.2777154823709,137.89356903525825,137.2747154823709,0.20528451762911742,20.528451762911743,-1.0535841676079698,loss,2,5,2022,Monday,NY
USDJPY,1,2022-07-12 07:30:00+00:00,2022-07-12 07:45:00+00:00,2022-07-12 09:00:00+00:00,137.462,137.474,137.1670841596256,138.05183168074876,137.16408415962562,0.29491584037439195,29.491584037439193,-1.0508619678784925,loss,1,5,2022,Tuesday,London
USDJPY,-1,2022-08-01 13:45:00+00:00,2022-08-01 14:00:00+00:00,2022-08-02 01:15:00+00:00,132.052,132.042,132.5212147569375,131.11357048612496,131.11357048612496,0.4692147569375118,46.92147569375118,1.9786877973206836,win,2,45,2022,Monday,NY
USDJPY,-1,2022-08-02 07:30:00+00:00,2022-08-02 07:45:00+00:00,2022-08-02 09:15:00+00:00,130.807,130.798,131.10601301182245,130.20897397635505,131.10901301182244,0.2990130118224727,29.90130118224727,-1.0401320328062875,loss,2,6,2022,Tuesday,London
USDJPY,1,2022-08-22 14:45:00+00:00,2022-08-22 15:00:00+00:00,2022-08-23 14:45:00+00:00,137.351,137.364,136.88034843705736,138.29230312588527,136.87734843705738,0.47065156294262916,47.06515629426291,-1.033995425193026,loss,2,95,2022,Monday,NY
USDJPY,1,2022-08-29 09:00:00+00:00,2022-08-29 09:15:00+00:00,2022-08-29 10:00:00+00:00,138.796,138.80499999999998,138.61052472982212,139.16695054035574,138.60752472982213,0.18547527017788046,18.547527017788045,-1.0646986522163195,loss,1,3,2022,Monday,London
USDJPY,1,2022-09-02 09:00:00+00:00,2022-09-02 09:15:00+00:00,2022-09-02 13:30:00+00:00,140.321,140.331,140.1288933862111,140.70521322757776,140.12589338621112,0.19210661378888313,19.210661378888314,-1.0676707571050852,loss,2,17,2022,Friday,London
USDJPY,1,2022-09-05 08:00:00+00:00,2022-09-05 08:15:00+00:00,2022-09-06 01:00:00+00:00,140.494,140.505,140.28501774545293,140.91196450909413,140.28201774545295,0.20898225454707048,20.89822545470705,-1.0669913339308172,loss,2,67,2022,Monday,London
USDJPY,1,2022-09-07 10:00:00+00:00,2022-09-07 10:15:00+00:00,2022-09-07 12:00:00+00:00,144.14,144.148,143.8314615863657,144.7570768272686,144.7570768272686,0.308538413634305,30.8538413634305,1.974071299888503,win,2,7,2022,Wednesday,London
USDJPY,1,2022-09-29 09:30:00+00:00,2022-09-29 09:45:00+00:00,2022-09-29 16:00:00+00:00,144.721,144.733,144.4413461227404,145.28030775451919,144.43834612274043,0.27965387725959107,27.965387725959108,-1.0536377329968585,loss,1,25,2022,Thursday,London
USDJPY,1,2022-10-03 08:30:00+00:00,2022-10-03 08:45:00+00:00,2022-10-03 15:00:00+00:00,144.984,144.995,144.72567763587082,145.50064472825835,144.72267763587084,0.25832236412917203,25.832236412917204,-1.0541958496206474,loss,2,25,2022,Monday,London
USDJPY,1,2022-10-10 15:15:00+00:00,2022-10-10 15:30:00+00:00,2022-10-11 17:45:00+00:00,145.632,145.641,145.43319218434866,146.0296156313027,145.43019218434867,0.19880781565134406,19.880781565134406,-1.0603598000443921,loss,2,105,2022,Monday,NY
USDJPY,1,2022-10-17 09:15:00+00:00,2022-10-17 09:30:00+00:00,2022-10-17 14:30:00+00:00,148.742,148.751,148.57107655586856,149.08384688826283,148.56807655586857,0.17092344413142213,17.092344413142214,-1.07020686987084,loss,2,20,2022,Monday,London
USDJPY,1,2022-10-18 09:15:00+00:00,2022-10-18 09:30:00+00:00,2022-10-18 10:00:00+00:00,149.0,149.011,148.83770813680005,149.3245837263999,148.83470813680006,0.16229186319994998,16.229186319994998,-1.086264337126606,loss,2,2,2022,Tuesday,London
USDJPY,1,2022-10-24 07:30:00+00:00,2022-10-24 07:45:00+00:00,2022-10-24 12:45:00+00:00,149.159,149.16899999999998,148.75016658765367,149.97666682469264,148.74716658765368,0.40883341234632775,40.88334123463277,-1.0317977924684936,loss,2,20,2022,Monday,London
USDJPY,-1,2022-11-11 14:45:00+00:00,2022-11-11 15:00:00+00:00,2022-11-13 22:00:00+00:00,139.42,139.442,139.9031794701282,138.45364105974355,139.9061794701282,0.4831794701282185,48.31794701282185,-0.9606771372240012,loss,2,28,2022,Friday,NY
USDJPY,-1,2022-11-22 15:00:00+00:00,2022-11-22 15:15:00+00:00,2022-11-23 10:00:00+00:00,141.28,141.27,141.5575061214849,140.72498775703022,141.56050612148488,0.27750612148488546,27.750612148488546,-1.04684581345601,loss,2,75,2022,Tuesday,NY
USDJPY,-1,2022-11-24 09:00:00+00:00,2022-11-24 09:15:00+00:00,2022-11-25 09:30:00+00:00,138.675,138.66400000000002,139.2367367665093,137.55152646698144,139.23973676650928,0.5617367665092804,56.17367665092804,-1.0249227054995593,loss,2,97,2022,Thursday,London
USDJPY,-1,2022-11-28 08:15:00+00:00,2022-11-28 08:30:00+00:00,2022-11-28 13:00:00+00:00,137.881,137.871,138.41379015217325,136.81541969565347,138.41679015217323,0.5327901521732603,53.27901521732603,-1.0243998503856309,loss,2,18,2022,Monday,London
USDJPY,-1,2022-12-01 09:45:00+00:00,2022-12-01 10:00:00+00:00,2022-12-01 15:00:00+00:00,136.333,136.324,136.68628471849635,135.62643056300726,135.62643056300726,0.3532847184963653,35.32847184963653,1.9745247967750064,win,2,20,2022,Thursday,London
USDJPY,-1,2022-12-14 09:15:00+00:00,2022-12-14 09:30:00+00:00,2022-12-14 19:00:00+00:00,135.183,135.173,135.61559513243697,134.31780973512608,135.61859513243695,0.43259513243696335,43.25951324369633,-1.0300511934259462,loss,0,38,2022,Wednesday,London
USDJPY,-1,2022-12-19 08:45:00+00:00,2022-12-19 09:00:00+00:00,2022-12-19 09:45:00+00:00,135.873,135.86100000000002,136.1071597591762,135.40468048164757,136.11015975917618,0.2341597591762102,23.41597591762102,-1.0640588291204556,loss,3,3,2022,Monday,London
USDJPY,-1,2022-12-20 13:45:00+00:00,2022-12-20 14:00:00+00:00,2022-12-20 17:00:00+00:00,132.189,132.18300000000002,132.9285436721446,130.70991265571078,130.70991265571078,0.739543672144612,73.9543672144612,1.9918868888667733,win,2,12,2022,Tuesday,NY
USDJPY,-1,2022-12-21 08:45:00+00:00,2022-12-21 09:00:00+00:00,2022-12-21 13:45:00+00:00,131.567,131.559,132.25981118208387,130.18137763583226,132.26281118208385,0.6928111820838667,69.28111820838667,-1.0158773418854192,loss,2,19,2022,Wednesday,London
USDJPY,-1,2022-12-30 07:30:00+00:00,2022-12-30 07:45:00+00:00,2022-12-30 08:15:00+00:00,132.389,132.38,132.66220580332904,131.84258839334197,131.84258839334197,0.27320580332902583,27.320580332902583,1.9670578007847543,win,2,2,2022,Friday,London
USDJPY,-1,2023-01-12 07:45:00+00:00,2023-01-12 08:00:00+00:00,2023-01-12 09:30:00+00:00,131.601,131.591,131.9121223094587,130.9787553810826,130.9787553810826,0.3111223094586971,31.11223094586971,1.9678582997876581,win,1,6,2023,Thursday,London
USDJPY,-1,2023-01-13 07:30:00+00:00,2023-01-13 07:45:00+00:00,2023-01-18 02:30:00+00:00,128.548,128.538,129.3206246645548,127.0027506708904,129.32362466455479,0.7726246645547991,77.26246645547991,-1.0168257636551974,loss,1,267,2023,Friday,London
USDJPY,1,2023-02-17 08:00:00+00:00,2023-02-17 08:15:00+00:00,2023-02-17 13:45:00+00:00,134.9,134.909,134.62423830830286,135.45152338339426,134.62123830830288,0.27576169169713377,27.576169169713378,-1.043515834001915,loss,1,22,2023,Friday,London
USDJPY,1,2023-02-24 08:45:00+00:00,2023-02-24 09:00:00+00:00,2023-02-24 15:00:00+00:00,135.067,135.078,134.58172988889544,136.03754022220912,136.03754022220912,0.4852701111045599,48.527011110455994,1.977332212002573,win,2,12,2023,Friday,London
USDJPY,-1,2023-03-23 07:15:00+00:00,2023-03-23 07:30:00+00:00,2023-03-23 07:45:00+00:00,130.585,130.57500000000002,130.971601691807,129.81179661638603,130.97460169180698,0.3866016918069932,38.66016918069932,-1.0336263401725132,loss,2,1,2023,Thursday,London
USDJPY,-1,2023-03-24 08:00:00+00:00,2023-03-24 08:15:00+00:00,2023-03-24 13:45:00+00:00,130.025,130.01600000000002,130.49212811564348,129.09074376871305,130.49512811564347,0.46712811564347967,46.712811564347966,-1.0256888840515155,loss,2,14,2023,Friday,London
USDJPY,-1,2023-04-05 08:45:00+00:00,2023-04-05 09:00:00+00:00,2023-04-06 14:00:00+00:00,131.406,131.399,131.7411404548428,130.73571909031443,131.74414045484278,0.3351404548427892,33.51404548427892,-1.0298382360454787,loss,1,88,2023,Wednesday,London
USDJPY,-1,2023-04-14 08:30:00+00:00,2023-04-14 08:45:00+00:00,2023-04-14 12:00:00+00:00,132.354,132.34400000000002,132.60193843738648,131.8581231252271,132.60493843738647,0.24793843738645827,24.793843738645826,-1.0524323704586465,loss,2,9,2023,Friday,London
USDJPY,1,2023-05-02 08:00:00+00:00,2023-05-02 08:15:00+00:00,2023-05-02 09:15:00+00:00,137.664,137.672,137.4777264547916,138.0365470904168,137.4747264547916,0.1862735452084034,18.62735452084034,-1.05905293737594,loss,2,4,2023,Tuesday,London
USDJPY,1,2023-05-15 09:00:00+00:00,2023-05-15 09:15:00+00:00,2023-05-15 13:30:00+00:00,136.006,136.017,135.81139881881626,136.39520236236748,135.80839881881627,0.19460118118373862,19.460118118373863,-1.0719420093692376,loss,2,13,2023,Monday,London
USDJPY,1,2023-06-05 07:45:00+00:00,2023-06-05 08:00:00+00:00,2023-06-05 14:45:00+00:00,140.34,140.351,139.97511800924315,141.06976398151372,139.97211800924316,0.3648819907568627,36.48819907568627,-1.0383685694405902,loss,1,19,2023,Monday,London
USDJPY,1,2023-06-16 13:45:00+00:00,2023-06-16 15:00:00+00:00,2023-06-21 14:45:00+00:00,141.289,141.25,140.77218941970253,142.32262116059493,142.32262116059493,0.5168105802974685,51.68105802974685,2.075462851355616,win,0,207,2023,Friday,NY
USDJPY,1,2023-08-01 10:00:00+00:00,2023-08-01 10:15:00+00:00,2023-08-01 13:15:00+00:00,142.757,142.766,142.54728161280119,143.17643677439764,143.17643677439764,0.20971838719882438,20.971838719882438,1.9570853079684243,win,3,12,2023,Tuesday,London
USDJPY,1,2023-08-07 09:15:00+00:00,2023-08-07 09:30:00+00:00,2023-08-07 13:30:00+00:00,142.317,142.326,142.0957026223154,142.75959475536922,142.09270262231541,0.22129737768461102,22.1297377684611,-1.05422567644281,loss,2,16,2023,Monday,London
USDJPY,1,2023-08-25 10:00:00+00:00,2023-08-25 10:15:00+00:00,2023-08-25 13:00:00+00:00,146.061,146.07299999999998,145.89571115344572,146.39157769310862,145.89271115344573,0.16528884655430126,16.528884655430126,-1.0907502249101781,loss,3,11,2023,Friday,London
USDJPY,1,2023-08-28 15:45:00+00:00,2023-08-28 16:00:00+00:00,2023-08-28 16:45:00+00:00,146.661,146.671,146.3959168589785,147.19116628204299,146.3929168589785,0.2650831410214969,26.508314102149686,-1.0490412175964519,loss,1,3,2023,Monday,NY
USDJPY,1,2023-09-05 09:30:00+00:00,2023-09-05 09:45:00+00:00,2023-09-05 11:30:00+00:00,146.972,146.981,146.82410932145206,147.26778135709594,147.26778135709594,0.14789067854796445,14.789067854796444,1.9391442375655676,win,1,7,2023,Tuesday,London
USDJPY,1,2023-09-15 14:30:00+00:00,2023-09-15 14:45:00+00:00,2023-09-15 15:00:00+00:00,147.879,147.88899999999998,147.73374209904136,148.16951580191727,147.73074209904138,0.14525790095863503,14.525790095863503,-1.0894959923981669,loss,3,1,2023,Friday,NY
USDJPY,1,2023-09-21 08:30:00+00:00,2023-09-21 08:45:00+00:00,2023-09-21 09:00:00+00:00,148.342,148.351,148.227173991466,148.571652017068,148.22417399146602,0.11482600853400138,11.482600853400138,-1.1045059403630417,loss,2,1,2023,Thursday,London
USDJPY,1,2023-09-25 07:45:00+00:00,2023-09-25 08:00:00+00:00,2023-09-25 12:45:00+00:00,148.435,148.446,148.31662078555232,148.67175842889537,148.67175842889537,0.11837921444768197,11.837921444768197,1.9070782818477792,win,1,16,2023,Monday,London
USDJPY,1,2023-09-27 14:30:00+00:00,2023-09-27 14:45:00+00:00,2023-09-27 18:15:00+00:00,149.289,149.29899999999998,149.10427915313878,149.6584416937224,149.6584416937224,0.18472084686121149,18.47208468612115,1.9458642585830854,win,1,14,2023,Wednesday,NY
USDJPY,1,2023-11-07 09:45:00+00:00,2023-11-07 10:00:00+00:00,2023-11-08 12:15:00+00:00,150.429,150.44,150.23867296806102,150.80965406387796,150.80965406387796,0.19032703193897094,19.032703193897092,1.9422047415550012,win,2,105,2023,Tuesday,London
USDJPY,1,2023-11-13 08:00:00+00:00,2023-11-13 08:15:00+00:00,2023-11-13 15:00:00+00:00,151.799,151.807,151.6661234066614,152.06475318667722,151.6631234066614,0.13287659333860202,13.287659333860201,-1.0827835792865532,loss,2,27,2023,Monday,London
USDJPY,-1,2023-11-27 14:30:00+00:00,2023-11-27 14:45:00+00:00,2023-11-27 16:30:00+00:00,148.702,148.692,148.99418368358758,148.11763263282484,148.99718368358756,0.292183683587586,29.2183683587586,-1.0444925597499175,loss,1,7,2023,Monday,NY
USDJPY,-1,2023-12-12 09:30:00+00:00,2023-12-12 09:45:00+00:00,2023-12-12 13:30:00+00:00,145.393,145.382,145.63999796417494,144.89900407165013,144.89900407165013,0.2469979641749394,24.69979641749394,1.9554652199796738,win,1,15,2023,Tuesday,London
